asset_id,asset_type,purchase_date,warranty_expiry,cost,department,status,vendor,owner,criticality,replacement_priority,business_impact_score,asset_age,incident_count,downtime_hours,age_score,incident_score,downtime_score,priority_score,impact_score,risk_score,risk_category,target_high_risk,predicted_risk_probability
344,Network Device,2025-07-07,2028-07-06,3779,Finance,Active,Thomas and Sons,Mr. Derek Roth,High,1,10,0.6136986301369863,2.0,6.0,0.07665982203969884,0.25,0.15,0.2,1.0,0.30033196440793974,Low Risk,0,0.0
345,Network Device,2020-01-17,2023-01-16,4879,Operations,In Maintenance,"Allen, Mclaughlin and Johnson",Kyle Austin,High,2,5,6.087671232876712,5.0,23.0,0.7604380561259411,0.625,0.575,0.4,0.5,0.5895876112251881,Medium Risk,1,0.88
346,Laptop,2019-02-11,2022-02-10,1508,Risk,Retired,"Davis, Oliver and Jones",Laurie Adams,Low,5,5,7.019178082191781,2.0,10.0,0.8767967145790554,0.25,0.25,1.0,0.5,0.525359342915811,Medium Risk,1,0.74
347,Laptop,2025-05-26,2028-05-25,2348,HR,Active,Colon-Robbins,Natalie Swanson,Low,5,9,0.7287671232876712,3.0,14.0,0.09103353867214237,0.375,0.35,1.0,0.9,0.4857067077344285,Medium Risk,0,0.2
348,Desktop,2021-02-15,2024-02-15,1602,HR,Retired,"Johnson, Taylor and Green",Calvin Gonzalez,High,2,8,5.005479452054795,2.0,8.0,0.6252566735112937,0.25,0.2,0.4,0.8,0.42005133470225875,Medium Risk,0,0.03
349,Network Device,2019-04-27,2022-04-26,2923,IT,In Maintenance,Mitchell-Stevenson,Joe Abbott,Low,5,2,6.813698630136987,2.0,11.0,0.851129363449692,0.25,0.275,1.0,0.2,0.48022587268993844,Medium Risk,0,0.09
350,Storage,2023-01-23,2026-01-22,3197,HR,In Maintenance,Flores-James,Eric Jones,High,4,10,3.0684931506849313,5.0,22.0,0.38329911019849416,0.625,0.55,0.8,1.0,0.6441598220396989,Medium Risk,1,0.98
351,Network Device,2023-04-01,2026-03-31,4993,Risk,Retired,"Charles, Green and Hill",Stacey Harper,High,4,2,2.882191780821918,4.0,17.0,0.3600273785078713,0.5,0.425,0.8,0.2,0.45700547570157424,Medium Risk,0,0.11
352,Laptop,2018-08-24,2021-08-23,2202,Finance,Active,Bolton-Roberts,Monica Smith,Medium,2,1,7.487671232876712,2.0,11.0,0.9353182751540041,0.25,0.275,0.4,0.1,0.3920636550308008,Low Risk,0,0.02
353,Laptop,2025-06-21,2028-06-20,1815,Risk,In Maintenance,Curtis-Murphy,Brenda Young,Low,5,7,0.6575342465753424,0.0,0.0,0.08213552361396304,0.0,0.0,1.0,0.7,0.2714271047227926,Low Risk,0,0.0
354,Network Device,2023-03-10,2026-03-09,7749,Operations,Active,Robles-Gardner,Gina Diaz,Low,5,9,2.9424657534246577,3.0,10.0,0.3675564681724846,0.375,0.25,1.0,0.9,0.5210112936344969,Medium Risk,1,0.8
355,Storage,2023-02-12,2026-02-11,5501,HR,Active,Reeves-Miles,Tiffany Mason,Medium,1,9,3.0136986301369864,2.0,8.0,0.37645448323066394,0.25,0.2,0.2,0.9,0.3552908966461328,Low Risk,0,0.01
356,Desktop,2024-02-29,2027-02-28,1118,Risk,In Maintenance,Robles-Rodgers,Elizabeth Lewis,Medium,5,2,1.9671232876712328,3.0,8.0,0.2457221081451061,0.375,0.2,1.0,0.2,0.38164442162902124,Low Risk,0,0.02
357,Server,2022-03-01,2025-02-28,12167,Compliance,Active,"Chandler, Sanders and Russo",James Campbell MD,High,2,2,3.967123287671233,1.0,3.0,0.49555099247091033,0.125,0.075,0.4,0.2,0.24161019849418205,Low Risk,0,0.0
358,Network Device,2024-01-19,2027-01-18,2950,Operations,Retired,Herrera-Floyd,Mr. Antonio Hayes Jr.,Low,1,5,2.0794520547945203,1.0,6.0,0.2597535934291581,0.125,0.15,0.2,0.5,0.2244507186858316,Low Risk,0,0.0
359,Desktop,2023-12-09,2026-12-08,1044,Finance,Retired,Curtis Group,Linda Andrews,High,1,3,2.191780821917808,5.0,24.0,0.2737850787132101,0.625,0.6,0.2,0.3,0.43725701574264203,Medium Risk,0,0.2
360,Network Device,2022-10-24,2025-10-23,4840,Risk,Retired,Smith PLC,Russell Spence,Low,3,3,3.317808219178082,3.0,13.0,0.4144421629021218,0.375,0.325,0.6,0.3,0.3953884325804244,Low Risk,0,0.01
361,Server,2021-11-08,2024-11-07,7079,Compliance,In Maintenance,Kennedy Ltd,Scott Meza,Low,1,1,4.276712328767124,4.0,28.0,0.5342231348391513,0.5,0.7,0.2,0.1,0.44184462696783033,Medium Risk,0,0.14
362,Server,2021-06-25,2024-06-24,12034,HR,Retired,Williams Inc,Stephanie Baker,High,3,10,4.64931506849315,2.0,10.0,0.5807665982203969,0.25,0.25,0.6,1.0,0.48115331964407937,Medium Risk,0,0.25
363,Laptop,2023-12-27,2026-12-26,2016,Operations,Retired,"Thomas, Singleton and Garcia",Haley Bradley,Medium,1,8,2.1424657534246574,1.0,4.0,0.26762491444216285,0.125,0.1,0.2,0.8,0.26102498288843257,Low Risk,0,0.0
364,Storage,2018-03-26,2021-03-25,5734,HR,Active,"Johnson, Hanna and Knight",Kelly Oliver,Medium,1,10,7.901369863013699,1.0,1.0,0.9869952087611225,0.125,0.025,0.2,1.0,0.4198990417522245,Medium Risk,0,0.07
365,Laptop,2024-11-24,2027-11-24,1467,Compliance,Retired,"Howe, Brown and King",Nancy Ellis,High,1,1,1.2301369863013698,0.0,0.0,0.15366187542778917,0.0,0.0,0.2,0.1,0.07573237508555783,Low Risk,0,0.0
366,Desktop,2023-03-05,2026-03-04,894,Operations,In Maintenance,Eaton-Clements,John Ryan,Medium,2,3,2.956164383561644,0.0,0.0,0.36926762491444215,0.0,0.0,0.4,0.3,0.17885352498288842,Low Risk,0,0.0
367,Laptop,2018-09-23,2021-09-22,2132,Compliance,Retired,Black Group,Joel Barr,Low,4,4,7.405479452054794,3.0,13.0,0.9250513347022586,0.375,0.325,0.8,0.4,0.5425102669404518,Medium Risk,1,0.93
368,Server,2019-10-02,2022-10-01,9067,Operations,Retired,Raymond Inc,Monica Henderson,Medium,3,2,6.380821917808219,3.0,24.0,0.7970568104038329,0.375,0.6,0.6,0.2,0.5119113620807666,Medium Risk,1,0.9
369,Storage,2025-01-02,2028-01-02,9108,Finance,Retired,Bailey Ltd,Nicolas Sandoval,Low,1,3,1.1232876712328768,4.0,22.0,0.1403148528405202,0.5,0.55,0.2,0.3,0.36306297056810405,Low Risk,0,0.0
370,Desktop,2021-07-08,2024-07-07,1856,Finance,In Maintenance,"Hale, Johnson and Brown",Jimmy Hopkins,High,4,5,4.6136986301369864,2.0,9.0,0.5763175906913073,0.25,0.225,0.8,0.5,0.4302635181382615,Medium Risk,0,0.01
371,Server,2022-06-16,2025-06-15,10362,Finance,Retired,Moody PLC,Ryan Velez,Medium,1,6,3.673972602739726,4.0,13.0,0.4589322381930185,0.5,0.325,0.2,0.6,0.4267864476386036,Medium Risk,0,0.08
372,Desktop,2022-06-23,2025-06-22,1397,Risk,In Maintenance,Scott Inc,Taylor Wagner,Low,5,4,3.654794520547945,1.0,1.0,0.45653661875427787,0.125,0.025,1.0,0.4,0.3438073237508556,Low Risk,0,0.0
373,Network Device,2023-04-14,2026-04-13,5016,Risk,In Maintenance,"Berger, Raymond and Freeman",Zachary Thomas,High,5,4,2.8465753424657536,2.0,13.0,0.35557837097878164,0.25,0.325,1.0,0.4,0.4211156741957563,Medium Risk,0,0.01
374,Desktop,2018-04-02,2021-04-01,813,Operations,Active,Green Inc,Cynthia Klein,High,5,6,7.882191780821918,0.0,0.0,0.9845995893223819,0.0,0.0,1.0,0.6,0.43691991786447637,Medium Risk,0,0.02
375,Laptop,2019-10-15,2022-10-14,1686,Finance,Retired,Mckenzie LLC,Brittany Frazier,Medium,3,2,6.345205479452055,5.0,24.0,0.7926078028747433,0.625,0.6,0.6,0.2,0.5860215605749487,Medium Risk,1,0.93
376,Desktop,2023-10-06,2026-10-05,1885,IT,In Maintenance,Martinez and Sons,Christopher Collier,Medium,1,3,2.367123287671233,2.0,5.0,0.29568788501026694,0.25,0.125,0.2,0.3,0.2341375770020534,Low Risk,0,0.0
377,Server,2021-04-23,2024-04-22,6524,Finance,Active,"Page, Kent and Price",Jason Hernandez,Low,4,6,4.821917808219178,2.0,9.0,0.6023271731690623,0.25,0.225,0.8,0.6,0.4504654346338124,Medium Risk,0,0.02
378,Network Device,2025-03-05,2028-03-04,2695,Risk,Active,"Cox, Peters and Klein",Thomas Lopez,Low,2,7,0.9534246575342465,3.0,9.0,0.1190965092402464,0.375,0.225,0.4,0.7,0.34631930184804927,Low Risk,0,0.05
379,Laptop,2025-12-21,2028-12-20,2212,Risk,Active,Moore-Crawford,Joseph Vasquez,Medium,2,4,0.15616438356164383,2.0,10.0,0.01950718685831622,0.25,0.25,0.4,0.4,0.24890143737166326,Low Risk,0,0.0
380,Server,2025-02-06,2028-02-06,9276,HR,In Maintenance,Summers-Warner,Michael Brown,Low,3,6,1.0273972602739727,6.0,25.0,0.12833675564681726,0.75,0.625,0.6,0.6,0.5556673511293634,Medium Risk,1,0.84
381,Network Device,2022-05-27,2025-05-26,4227,IT,Active,"Mcintyre, Mack and Ramos",Melissa Johnson,High,2,10,3.728767123287671,2.0,4.0,0.4657768651608487,0.25,0.1,0.4,1.0,0.39815537303216975,Low Risk,0,0.0
382,Laptop,2020-06-30,2023-06-30,1318,Finance,Active,"Jackson, Nguyen and Reid",Karen Hartman,Medium,4,6,5.635616438356164,2.0,13.0,0.7039698836413415,0.25,0.325,0.8,0.6,0.4907939767282683,Medium Risk,1,0.48
383,Network Device,2019-04-14,2022-04-13,2989,Risk,In Maintenance,Whitaker PLC,Crystal Jarvis,High,4,5,6.8493150684931505,2.0,6.0,0.8555783709787816,0.25,0.15,0.8,0.5,0.47111567419575634,Medium Risk,0,0.08
384,Network Device,2025-03-14,2028-03-13,4170,Finance,Active,Robinson Group,Robert Long,High,3,10,0.9287671232876712,3.0,14.0,0.11601642710472279,0.375,0.35,0.6,1.0,0.4457032854209446,Medium Risk,0,0.12
385,Laptop,2019-03-03,2022-03-02,1440,HR,Active,Yoder-Porter,Pamela Rogers,High,2,6,6.964383561643835,3.0,17.0,0.8699520876112251,0.375,0.425,0.4,0.6,0.521490417522245,Medium Risk,1,0.43
386,Network Device,2018-12-04,2021-12-03,6206,Finance,Retired,Garrett-Bray,Jonathan Richards,Medium,3,3,7.208219178082191,3.0,14.0,0.9004106776180697,0.375,0.35,0.6,0.3,0.4975821355236139,Medium Risk,1,0.78
387,Laptop,2023-06-06,2026-06-05,1828,Operations,Retired,Henderson LLC,Sandra Gray,Low,5,4,2.7013698630136984,6.0,21.0,0.33744010951403147,0.75,0.525,1.0,0.4,0.6074880219028063,Medium Risk,1,0.99
388,Laptop,2019-04-15,2022-04-14,1946,Finance,Active,"Austin, Taylor and Duncan",Eric Thompson,High,1,1,6.846575342465753,1.0,7.0,0.8552361396303901,0.125,0.175,0.2,0.1,0.28854722792607806,Low Risk,0,0.0
389,Desktop,2025-01-26,2028-01-26,1067,IT,In Maintenance,Patel PLC,April Garcia,Medium,1,10,1.0575342465753426,2.0,6.0,0.13210130047912388,0.25,0.15,0.2,1.0,0.3114202600958248,Low Risk,0,0.0
390,Storage,2022-01-15,2025-01-14,7240,Finance,Active,"Doyle, Knapp and Martin",Kristen Wright,High,2,8,4.090410958904109,1.0,6.0,0.5109514031485284,0.125,0.15,0.4,0.8,0.34969028062970564,Low Risk,0,0.0
391,Desktop,2021-10-24,2024-10-23,988,HR,Active,Jenkins PLC,Rachel Martin,High,4,1,4.317808219178082,2.0,8.0,0.5393566050650239,0.25,0.2,0.8,0.1,0.3578713210130048,Low Risk,0,0.0
392,Desktop,2025-07-10,2028-07-09,1975,Operations,Retired,"Conley, Taylor and Harmon",Glenda Miller,Medium,4,1,0.6054794520547945,3.0,16.0,0.07563312799452429,0.375,0.4,0.8,0.1,0.3426266255989049,Low Risk,0,0.05
393,Network Device,2022-11-24,2025-11-23,7596,Operations,Active,Moore-Alvarez,Kimberly Hunter,Medium,2,3,3.232876712328767,3.0,15.0,0.40383299110198495,0.375,0.375,0.4,0.3,0.373266598220397,Low Risk,0,0.0
394,Server,2024-02-18,2027-02-17,9585,Operations,Active,"Ballard, Bell and King",Daniel Johnson,High,5,10,1.9972602739726026,2.0,6.0,0.2494866529774127,0.25,0.15,1.0,1.0,0.45489733059548254,Medium Risk,0,0.05
395,Storage,2020-06-24,2023-06-24,7026,Compliance,In Maintenance,Willis-Wheeler,Jonathan Davis,Medium,4,9,5.652054794520548,1.0,2.0,0.7060232717316905,0.125,0.05,0.8,0.9,0.4437046543463381,Medium Risk,0,0.1
396,Network Device,2025-08-09,2028-08-08,2499,Finance,In Maintenance,"Cook, Quinn and Dickson",Rita Griffin,Medium,2,7,0.5232876712328767,4.0,25.0,0.06536618754277891,0.5,0.625,0.4,0.7,0.45307323750855577,Medium Risk,0,0.12
397,Desktop,2026-02-05,2029-02-04,1876,IT,Retired,"Martin, Miller and Zavala",Hunter Woods,Low,1,7,0.030136986301369864,1.0,8.0,0.0037645448323066393,0.125,0.2,0.2,0.7,0.21325290896646132,Low Risk,0,0.0
398,Server,2020-12-03,2023-12-03,12859,Risk,In Maintenance,"Welch, Garcia and Bruce",Albert Johnson,Medium,5,9,5.208219178082191,2.0,7.0,0.6505817932922655,0.25,0.175,1.0,0.9,0.5251163586584531,Medium Risk,1,0.81
399,Server,2025-07-31,2028-07-30,11363,HR,Active,Green LLC,Gerald Holt,High,3,10,0.547945205479452,2.0,5.0,0.06844626967830253,0.25,0.125,0.6,1.0,0.35368925393566053,Low Risk,0,0.0
400,Desktop,2020-05-27,2023-05-27,860,HR,Active,Maxwell Group,Willie James,Medium,5,6,5.728767123287671,2.0,6.0,0.7156057494866529,0.25,0.15,1.0,0.6,0.4881211498973306,Medium Risk,1,0.68
401,Storage,2021-09-14,2024-09-13,6813,IT,Active,Smith-Santos,Michael Hernandez,High,2,5,4.427397260273972,0.0,0.0,0.5530458590006844,0.0,0.0,0.4,0.5,0.24560917180013686,Low Risk,0,0.0
402,Storage,2022-09-02,2025-09-01,3916,IT,Retired,"Anderson, Torres and Arellano",Scott Cline,Medium,3,3,3.4602739726027396,4.0,21.0,0.4322381930184805,0.5,0.525,0.6,0.3,0.47644763860369604,Medium Risk,0,0.11
403,Desktop,2023-11-01,2026-10-31,1284,Risk,In Maintenance,Harrison-Campbell,Henry Baldwin,Low,3,10,2.2958904109589042,1.0,5.0,0.2867898699520876,0.125,0.125,0.6,1.0,0.3598579739904175,Low Risk,0,0.01
404,Laptop,2018-03-24,2021-03-23,2440,Compliance,In Maintenance,Moore-Wood,Angela Cole,Low,5,3,7.906849315068493,0.0,0.0,0.9876796714579056,0.0,0.0,1.0,0.3,0.3925359342915811,Low Risk,0,0.01
405,Storage,2025-05-09,2028-05-08,6084,Operations,Retired,Harrison-Parker,Sabrina Hughes,Medium,2,8,0.7753424657534247,2.0,11.0,0.09685147159479808,0.25,0.275,0.4,0.8,0.3293702943189596,Low Risk,0,0.0
406,Laptop,2022-06-21,2025-06-20,1184,Finance,Active,Soto and Sons,Antonio Morales,Low,2,1,3.66027397260274,2.0,8.0,0.45722108145106094,0.25,0.2,0.4,0.1,0.2814442162902122,Low Risk,0,0.0
407,Storage,2024-05-07,2027-05-07,10831,Finance,In Maintenance,Goodwin-Oconnor,Scott Juarez,Low,2,3,1.7808219178082192,3.0,11.0,0.22245037645448323,0.375,0.275,0.4,0.3,0.3169900752908966,Low Risk,0,0.0
408,Server,2025-08-20,2028-08-19,7907,HR,Active,Bishop and Sons,Elizabeth Robinson,High,2,10,0.4931506849315068,2.0,9.0,0.061601642710472276,0.25,0.225,0.4,1.0,0.3423203285420945,Low Risk,0,0.0
409,Desktop,2022-06-25,2025-06-24,1027,Risk,In Maintenance,Aguirre-Brown,Elizabeth Byrd MD,High,3,7,3.649315068493151,0.0,0.0,0.45585215605749485,0.0,0.0,0.6,0.7,0.286170431211499,Low Risk,0,0.0
410,Storage,2019-09-06,2022-09-05,4655,HR,In Maintenance,Kirk-Wallace,Victoria Ellis,Medium,2,3,6.4520547945205475,2.0,16.0,0.8059548254620122,0.25,0.4,0.4,0.3,0.42119096509240245,Medium Risk,0,0.24
411,Network Device,2024-04-02,2027-04-02,7236,Operations,Retired,"Owens, Phillips and Henson",Todd Jacobson,Medium,2,9,1.8767123287671232,2.0,13.0,0.23442847364818617,0.25,0.325,0.4,0.9,0.38188569472963724,Low Risk,0,0.04
412,Storage,2023-03-15,2026-03-14,8846,IT,Retired,Fields and Sons,Heather Marshall,Low,2,7,2.9287671232876713,3.0,12.0,0.365845311430527,0.375,0.3,0.4,0.7,0.4106690622861054,Medium Risk,0,0.04
413,Server,2024-09-04,2027-09-04,9825,IT,Active,Scott Group,Anthony Payne,Low,1,10,1.452054794520548,2.0,7.0,0.18138261464750172,0.25,0.175,0.2,1.0,0.3262765229295003,Low Risk,0,0.03
414,Network Device,2021-10-26,2024-10-25,6648,Finance,Active,Cook LLC,David Schroeder,Low,3,10,4.3123287671232875,2.0,9.0,0.5386721423682409,0.25,0.225,0.6,1.0,0.4677344284736482,Medium Risk,0,0.22
415,Desktop,2021-08-15,2024-08-14,1958,Finance,In Maintenance,Price LLC,Ashley Oliver,High,3,2,4.50958904109589,0.0,0.0,0.5633127994524298,0.0,0.0,0.6,0.2,0.23266255989048598,Low Risk,0,0.0
416,Desktop,2020-09-01,2023-09-01,1510,HR,Active,Mcpherson-Johnson,Pamela Boyer,Low,1,6,5.463013698630137,3.0,11.0,0.6824093086926762,0.375,0.275,0.2,0.6,0.42398186173853525,Medium Risk,0,0.13
417,Network Device,2022-04-18,2025-04-17,2093,HR,Active,Thomas LLC,Cassie Sampson,High,1,6,3.835616438356164,3.0,14.0,0.4791238877481177,0.375,0.35,0.2,0.6,0.3983247775496235,Low Risk,0,0.01
418,Server,2022-08-10,2025-08-09,6770,Compliance,Active,Peterson Group,Samuel Perez,High,4,8,3.5232876712328767,4.0,25.0,0.4401095140314853,0.5,0.625,0.8,0.8,0.6030219028062971,Medium Risk,1,0.88
419,Network Device,2024-05-19,2027-05-19,3362,Operations,In Maintenance,Parker Ltd,Joseph Vang,Medium,3,9,1.747945205479452,0.0,0.0,0.21834360027378508,0.0,0.0,0.6,0.9,0.26866872005475706,Low Risk,0,0.0
420,Network Device,2022-12-10,2025-12-09,2830,Operations,Retired,Chen PLC,Richard Stokes,Low,2,3,3.1890410958904107,4.0,20.0,0.3983572895277207,0.5,0.5,0.4,0.3,0.4346714579055441,Medium Risk,0,0.05
421,Network Device,2023-10-02,2026-10-01,2603,Finance,In Maintenance,"Smith, Velasquez and White",Philip Mcguire,High,3,5,2.378082191780822,0.0,0.0,0.29705681040383297,0.0,0.0,0.6,0.5,0.22441136208076662,Low Risk,0,0.0
422,Laptop,2022-11-07,2025-11-06,1151,HR,Active,Pace Ltd,Lucas Murphy,Medium,2,2,3.2794520547945205,2.0,16.0,0.40965092402464065,0.25,0.4,0.4,0.2,0.3269301848049282,Low Risk,0,0.0
423,Storage,2018-12-11,2021-12-10,4525,HR,Retired,"Ramirez, Jennings and Michael",William Melendez,Low,4,1,7.189041095890411,1.0,3.0,0.8980150581793291,0.125,0.075,0.8,0.1,0.36710301163586584,Low Risk,0,0.0
424,Network Device,2022-07-18,2025-07-17,7354,IT,Retired,Williams Inc,Madeline Davis,Medium,2,1,3.5863013698630137,2.0,13.0,0.44798083504449004,0.25,0.325,0.4,0.1,0.304596167008898,Low Risk,0,0.0
425,Laptop,2025-02-15,2028-02-15,1678,IT,Active,Ayers PLC,Stacy Ryan,Medium,5,9,1.0027397260273974,2.0,5.0,0.12525667351129363,0.25,0.125,1.0,0.9,0.41005133470225874,Medium Risk,0,0.0
426,Server,2020-12-06,2023-12-06,9612,HR,Active,Andrews Inc,Angela Levy,High,1,7,5.2,0.0,0.0,0.6495550992470911,0.0,0.0,0.2,0.7,0.26491101984941823,Low Risk,0,0.0
427,Storage,2019-10-18,2022-10-17,11043,IT,Active,"Morgan, Stewart and Watson",David Bentley,Medium,1,7,6.336986301369863,2.0,4.0,0.7915811088295688,0.25,0.1,0.2,0.7,0.38831622176591374,Low Risk,0,0.01
428,Laptop,2023-10-25,2026-10-24,1603,Compliance,Retired,Cameron and Sons,Douglas Nichols,Low,4,4,2.315068493150685,4.0,6.0,0.28918548939082817,0.5,0.15,0.8,0.4,0.41783709787816564,Medium Risk,0,0.11
429,Laptop,2022-04-19,2025-04-18,1052,IT,Active,Smith Inc,Steve Chambers,Low,3,2,3.8328767123287673,1.0,5.0,0.4787816563997262,0.125,0.125,0.6,0.2,0.2782563312799452,Low Risk,0,0.0
430,Network Device,2022-03-18,2025-03-17,2946,HR,In Maintenance,Hernandez Group,Erika Lee,Medium,4,5,3.9205479452054797,2.0,9.0,0.48973305954825463,0.25,0.225,0.8,0.5,0.41294661190965093,Medium Risk,0,0.0
431,Laptop,2022-07-17,2025-07-16,2314,Risk,In Maintenance,"Maxwell, Obrien and Munoz",Travis Young,High,3,7,3.589041095890411,3.0,12.0,0.4483230663928816,0.375,0.3,0.6,0.7,0.45716461327857627,Medium Risk,0,0.11
432,Server,2019-05-28,2022-05-27,8056,Operations,Active,Wood Group,Christopher White,Medium,4,8,6.728767123287671,0.0,0.0,0.840520191649555,0.0,0.0,0.8,0.8,0.40810403832991105,Medium Risk,0,0.04
433,Server,2019-01-23,2022-01-22,8706,HR,Retired,Lee Group,Christopher Frye,High,2,2,7.071232876712329,2.0,4.0,0.8832991101984942,0.25,0.1,0.4,0.2,0.3616598220396988,Low Risk,0,0.0
434,Laptop,2025-01-09,2028-01-09,2368,HR,Retired,Blanchard and Sons,Brian May,Medium,5,4,1.104109589041096,1.0,2.0,0.1379192334017796,0.125,0.05,1.0,0.4,0.2850838466803559,Low Risk,0,0.0
435,Storage,2023-04-27,2026-04-26,3999,Operations,Retired,Lopez Ltd,Margaret Spears,Medium,5,8,2.8109589041095893,0.0,0.0,0.35112936344969203,0.0,0.0,1.0,0.8,0.3402258726899384,Low Risk,0,0.0
436,Storage,2018-03-12,2021-03-11,6860,Operations,In Maintenance,Wright-Campos,Douglas Livingston,High,4,1,7.93972602739726,1.0,6.0,0.9917864476386036,0.125,0.15,0.8,0.1,0.4008572895277207,Medium Risk,0,0.04
437,Storage,2025-10-20,2028-10-19,11467,Risk,Retired,Valdez-Patton,Ryan Fowler,Low,2,2,0.32602739726027397,3.0,13.0,0.04072553045859,0.375,0.325,0.4,0.2,0.275645106091718,Low Risk,0,0.0
438,Network Device,2021-01-25,2024-01-25,3416,IT,Active,"Cruz, Aguilar and Roberts",Jeffrey Murphy,High,2,1,5.063013698630137,1.0,6.0,0.6324435318275153,0.125,0.15,0.4,0.1,0.2689887063655031,Low Risk,0,0.0
439,Network Device,2018-09-30,2021-09-29,2641,Compliance,In Maintenance,Wyatt and Sons,Autumn Orr,High,2,10,7.3863013698630136,2.0,9.0,0.9226557152635181,0.25,0.225,0.4,1.0,0.5145311430527036,Medium Risk,1,0.42
440,Server,2022-08-23,2025-08-22,10238,Compliance,Active,"Gould, Tran and Roberts",Jonathan Herrera,High,4,9,3.4876712328767123,1.0,1.0,0.43566050650239563,0.125,0.025,0.8,0.9,0.38463210130047915,Low Risk,0,0.0
441,Network Device,2020-11-09,2023-11-09,6522,HR,In Maintenance,"Smith, Ortiz and Hill",Victor Adams,Low,4,1,5.273972602739726,5.0,25.0,0.6587953456536619,0.625,0.625,0.8,0.1,0.5792590691307324,Medium Risk,1,0.72
442,Storage,2023-05-04,2026-05-03,11561,Operations,Active,"Sanchez, Jackson and Lynch",Ryan Morales,Medium,2,3,2.791780821917808,1.0,2.0,0.34873374401095136,0.125,0.05,0.4,0.3,0.22224674880219025,Low Risk,0,0.0
443,Storage,2023-01-06,2026-01-05,4641,Finance,Retired,Evans Ltd,Jodi Bennett,High,3,9,3.115068493150685,4.0,23.0,0.3891170431211499,0.5,0.575,0.6,0.9,0.56782340862423,Medium Risk,1,0.87
444,Server,2024-01-27,2027-01-26,11732,HR,In Maintenance,Irwin Group,Alejandro Jennings,Low,4,10,2.0575342465753423,2.0,12.0,0.257015742642026,0.25,0.3,0.8,1.0,0.45640314852840524,Medium Risk,0,0.05
445,Storage,2020-10-11,2023-10-11,10750,Finance,Active,Bautista-Michael,Hunter Best,Medium,4,3,5.353424657534247,0.0,0.0,0.6687200547570158,0.0,0.0,0.8,0.3,0.2987440109514032,Low Risk,0,0.0
446,Storage,2022-07-08,2025-07-07,9581,Finance,In Maintenance,Hernandez Ltd,Donna Golden,Medium,2,1,3.6136986301369864,1.0,5.0,0.4514031485284052,0.125,0.125,0.4,0.1,0.22778062970568103,Low Risk,0,0.0
447,Network Device,2022-01-29,2025-01-28,4200,HR,Active,Jones-Hall,Victoria Mcfarland,Medium,3,5,4.052054794520548,3.0,19.0,0.5061601642710473,0.375,0.475,0.6,0.5,0.47373203285420945,Medium Risk,0,0.2
448,Server,2018-07-02,2021-07-01,13054,Compliance,Retired,Villarreal-Wong,Taylor Davis,High,2,3,7.632876712328767,2.0,3.0,0.9534565366187543,0.25,0.075,0.4,0.3,0.38569130732375084,Low Risk,0,0.0
449,Server,2022-08-03,2025-08-02,12259,HR,In Maintenance,Wheeler-Jones,Tracy Flores,Low,4,10,3.5424657534246577,3.0,16.0,0.4425051334702259,0.375,0.4,0.8,1.0,0.5510010266940452,Medium Risk,1,0.86
450,Laptop,2021-10-17,2024-10-16,1384,Operations,Active,Young and Sons,Lori Levine,Medium,4,9,4.336986301369863,3.0,11.0,0.5417522245037645,0.375,0.275,0.8,0.9,0.530850444900753,Medium Risk,1,0.92
451,Server,2023-12-03,2026-12-02,5920,Risk,Active,Wright PLC,Beverly Lewis,High,3,9,2.208219178082192,1.0,8.0,0.2758384668035592,0.125,0.2,0.6,0.9,0.35766769336071186,Low Risk,0,0.04
452,Network Device,2020-08-27,2023-08-27,3111,Risk,Retired,"Werner, White and Garrison",Melissa Werner,High,2,4,5.476712328767123,0.0,0.0,0.6841204654346338,0.0,0.0,0.4,0.4,0.2568240930869268,Low Risk,0,0.0
453,Desktop,2018-08-16,2021-08-15,918,IT,Active,"Williams, Owen and Hamilton",Mr. Jeffery Garcia DDS,Medium,1,6,7.50958904109589,1.0,7.0,0.9380561259411362,0.125,0.175,0.2,0.6,0.38011122518822726,Low Risk,0,0.02
454,Desktop,2025-05-03,2028-05-02,1361,HR,In Maintenance,Murillo and Sons,Michael Oliver,Low,4,2,0.7917808219178082,4.0,25.0,0.09890485968514716,0.5,0.625,0.8,0.2,0.4447809719370295,Medium Risk,0,0.1
455,Laptop,2024-12-21,2027-12-21,1495,HR,In Maintenance,Gray Ltd,Nicholas Mcdonald,Low,4,3,1.1561643835616437,2.0,13.0,0.14442162902121833,0.25,0.325,0.8,0.3,0.33388432580424365,Low Risk,0,0.02
456,Network Device,2023-06-28,2026-06-27,6807,Risk,In Maintenance,Kemp LLC,Michael Leach,Medium,2,5,2.6410958904109587,4.0,22.0,0.3299110198494182,0.5,0.55,0.4,0.5,0.46098220396988365,Medium Risk,0,0.37
457,Laptop,2020-07-05,2023-07-05,1583,Finance,In Maintenance,Dominguez-Gallegos,Brandon Johnston,High,2,10,5.6219178082191785,3.0,12.0,0.7022587268993841,0.375,0.3,0.4,1.0,0.5229517453798768,Medium Risk,1,0.78
458,Desktop,2024-11-18,2027-11-18,1253,Compliance,Active,Smith LLC,Brian Simmons,Low,2,5,1.2465753424657535,2.0,9.0,0.15571526351813827,0.25,0.225,0.4,0.5,0.28614305270362766,Low Risk,0,0.0
